customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_paperlessbilling,account_charges_monthly,total_mensual,dias_contrato,total_diario,paymentmethod_credit card (automatic),paymentmethod_electronic check,paymentmethod_mailed check,tipo_contrato_Bienal,tipo_contrato_Mensual,churn_numeric
0264-cnitk,no,female,0,yes,yes,71,yes,no,no,no internet service,no,no,no,no,no,no,20.1,1389.6,730,1.9035616438356162,False,False,False,True,False,0.0
0265-edxbd,yes,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,no,yes,74.9,2303.35,30,76.77833333333334,False,True,False,False,True,1.0
0265-psuae,no,female,0,yes,yes,16,yes,no,fiber optic,yes,no,yes,no,yes,yes,no,100.7,1522.7,30,50.75666666666667,False,False,False,False,True,0.0
0266-clzkz,no,female,0,yes,yes,67,yes,yes,fiber optic,no,no,yes,yes,yes,yes,yes,105.65,6717.9,730,9.202602739726027,False,False,False,True,False,0.0
0266-gmeao,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,114.3,8058.55,730,11.039109589041097,True,False,False,True,False,0.0
0268-qkiwo,yes,female,0,no,no,3,yes,no,no,no internet service,no,no,no,no,no,no,19.75,58.85,30,1.9616666666666667,False,True,False,False,True,1.0
0269-xfesx,no,male,0,yes,yes,23,yes,yes,no,no internet service,no,no,no,no,no,no,24.35,538.5,365,1.4753424657534246,False,False,True,False,False,0.0
0270-thenm,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,no,no,69.85,5102.35,730,6.989520547945206,False,False,False,True,False,0.0
0274-jkujr,no,male,0,yes,yes,7,no,no phone service,dsl,yes,yes,yes,no,yes,yes,no,58.85,465.7,30,15.523333333333333,False,False,True,False,True,0.0
0274-vvqoq,,male,1,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,103.15,6792.45,365,18.60945205479452,False,False,False,False,False,
0277-bksqp,no,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,yes,no,yes,54.4,475.1,30,15.836666666666668,False,True,False,False,True,0.0
0277-orxqs,no,male,0,yes,yes,66,no,no phone service,dsl,no,no,no,yes,yes,yes,no,50.55,3364.55,730,4.608972602739726,False,False,False,True,False,0.0
0278-yxoog,yes,male,0,no,no,5,yes,no,no,no internet service,no,no,no,no,no,no,21.05,113.85,30,3.795,False,False,True,False,True,1.0
0280-xjgex,yes,male,0,no,no,49,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,103.7,5036.3,30,167.87666666666667,False,False,False,False,True,1.0
0281-cntzx,no,male,0,yes,no,63,yes,no,no,no internet service,no,no,no,no,no,yes,19.95,1234.8,730,1.6915068493150685,False,False,False,True,False,0.0
0282-nvsjs,no,female,1,yes,yes,12,no,no phone service,dsl,no,no,no,yes,no,no,yes,29.3,355.9,30,11.863333333333333,False,False,True,False,True,0.0
0285-inhln,no,male,0,yes,yes,27,yes,no,dsl,yes,yes,no,no,no,no,yes,54.75,1510.3,30,50.343333333333334,True,False,False,False,True,0.0
0289-ivarm,no,female,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,no,60.55,1982.6,30,66.08666666666666,False,True,False,False,True,0.0
0292-wegch,no,female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,yes,yes,yes,yes,86.2,4524.05,30,150.80166666666668,False,True,False,False,True,0.0
0295-pphdo,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,95.45,95.45,30,3.1816666666666666,False,True,False,False,True,1.0
0295-qvkpb,no,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,yes,63.95,318.1,30,10.603333333333333,True,False,False,False,True,0.0
0297-rbcsg,no,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,yes,65.35,1231.85,365,3.3749315068493146,False,False,False,False,False,0.0
0298-xacet,no,male,0,yes,yes,52,no,no phone service,dsl,no,yes,yes,yes,yes,no,no,50.2,2554.0,730,3.4986301369863013,False,False,True,True,False,0.0
0301-fidrb,no,female,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,yes,63.8,4684.3,730,6.416849315068493,False,False,False,True,False,0.0
0301-kobtq,no,male,0,no,no,32,yes,no,no,no internet service,no,no,no,no,no,yes,20.05,614.45,730,0.8417123287671233,False,False,False,True,False,0.0
0302-joivn,yes,female,0,yes,no,8,yes,no,fiber optic,no,yes,yes,no,yes,yes,no,101.15,842.9,30,28.096666666666668,False,True,False,False,True,1.0
0303-uncip,no,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,no,65.0,2531.8,365,6.936438356164384,False,False,True,False,False,0.0
0303-wmmrn,no,male,0,no,no,5,yes,no,no,no internet service,no,no,no,no,no,yes,19.25,86.05,30,2.868333333333333,False,False,True,False,True,0.0
0305-sqecb,no,female,0,no,yes,11,no,no phone service,dsl,yes,no,no,yes,no,no,yes,36.05,402.6,365,1.103013698630137,False,False,True,False,False,0.0
0306-jaele,yes,male,0,no,no,5,yes,no,fiber optic,no,no,no,yes,yes,yes,yes,96.1,453.4,30,15.113333333333333,False,True,False,False,True,1.0
0307-bcopk,no,female,0,no,no,16,yes,no,no,no internet service,no,no,no,no,no,no,19.05,326.65,365,0.894931506849315,False,False,True,False,False,0.0
0308-giqjt,no,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,no,105.75,7382.85,365,20.226986301369863,False,False,False,False,False,0.0
0308-ivgok,no,female,0,no,no,11,no,no phone service,dsl,no,yes,yes,yes,no,no,yes,40.4,422.6,365,1.1578082191780823,True,False,False,False,False,0.0
0310-mvlet,yes,female,0,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,99.15,6010.05,30,200.335,False,True,False,False,True,1.0
0310-sucin,no,female,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,yes,84.8,6046.1,365,16.564657534246578,False,False,False,False,False,0.0
0310-vqxam,no,male,0,no,no,9,yes,no,no,no internet service,no,no,no,no,no,no,19.85,178.8,30,5.96,False,False,True,False,True,0.0
0311-qywss,no,female,0,no,no,6,yes,no,dsl,yes,no,no,no,no,no,yes,49.45,314.6,30,10.486666666666668,False,True,False,False,True,0.0
0311-unpff,yes,female,0,no,no,26,yes,no,fiber optic,no,no,no,no,yes,yes,yes,88.8,2274.35,30,75.81166666666667,False,False,False,False,True,1.0
0314-tkosi,no,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,no,55.15,322.9,30,10.763333333333332,False,False,True,False,True,0.0
0315-lvcrk,no,male,0,no,no,11,yes,no,fiber optic,no,no,yes,no,no,yes,no,84.8,888.75,30,29.625,False,True,False,False,True,0.0
0318-quuob,yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,yes,80.55,80.55,30,2.685,False,True,False,False,True,1.0
0318-zopws,no,female,0,yes,no,49,yes,no,no,no internet service,no,no,no,no,no,yes,20.15,973.35,730,1.3333561643835616,False,False,False,True,False,0.0
0319-qztco,no,female,0,yes,yes,3,yes,no,dsl,no,yes,no,no,yes,no,yes,58.7,168.6,30,5.62,True,False,False,False,True,0.0
0320-dwvtu,no,female,0,no,no,53,yes,no,fiber optic,yes,yes,yes,yes,no,yes,no,99.5,5424.25,730,7.4304794520547945,False,False,True,True,False,0.0
0320-jdnqg,yes,male,0,yes,yes,23,yes,no,fiber optic,yes,no,no,yes,yes,yes,yes,99.85,2331.3,30,77.71000000000001,False,True,False,False,True,1.0
0322-chqru,yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,no,45.35,89.5,30,2.9833333333333334,False,True,False,False,True,1.0
0322-yinqp,yes,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,yes,48.55,48.55,30,1.6183333333333332,False,False,True,False,True,1.0
0323-xwwtn,no,male,0,no,yes,3,yes,yes,no,no internet service,no,no,no,no,no,yes,26.4,121.25,730,0.1660958904109589,False,False,True,True,False,0.0
0324-brpcj,yes,female,1,yes,no,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,100.2,6851.65,30,228.38833333333332,False,True,False,False,True,1.0
0325-xbfac,yes,male,0,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,yes,94.7,740.3,30,24.676666666666666,False,True,False,False,True,1.0
0326-vdyxe,no,female,0,yes,no,70,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,97.65,6982.5,365,19.13013698630137,False,True,False,False,False,0.0
0327-wfzsy,no,male,0,yes,yes,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,no,100.0,3835.55,365,10.508356164383562,False,True,False,False,False,0.0
0328-grpmv,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,70.1,70.1,30,2.3366666666666664,False,True,False,False,True,1.0
0328-ibupk,,female,0,yes,yes,51,no,no phone service,dsl,yes,no,no,yes,no,no,no,34.2,1782.0,730,2.441095890410959,False,False,False,True,False,
0329-gtiaj,yes,female,0,no,no,3,yes,no,fiber optic,no,yes,no,yes,yes,yes,yes,97.9,315.3,30,10.51,False,True,False,False,True,1.0
0330-bgyze,no,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,no,102.5,6157.6,365,16.87013698630137,False,False,False,False,False,0.0
0330-ivzha,yes,female,0,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,no,69.95,330.15,30,11.004999999999999,False,True,False,False,True,1.0
0334-gddso,yes,male,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,yes,81.35,233.7,30,7.79,False,True,False,False,True,1.0
0334-zfjsr,no,female,0,yes,no,55,yes,yes,dsl,yes,yes,no,yes,no,no,yes,66.05,3462.1,365,9.485205479452054,True,False,False,False,False,0.0
0336-kxkfk,no,male,0,no,no,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,yes,61.2,4390.25,730,6.014041095890411,True,False,False,True,False,0.0
0336-pikei,no,male,1,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,no,74.4,5360.75,730,7.343493150684932,False,False,False,True,False,0.0
0337-cnpze,yes,female,0,no,no,41,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,106.3,4443.45,30,148.11499999999998,False,True,False,False,True,1.0
0343-qluzp,no,male,0,no,no,60,no,no phone service,dsl,yes,yes,yes,no,no,no,no,39.6,2424.5,730,3.3212328767123287,False,False,False,True,False,0.0
0345-hkjvm,yes,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,no,89.3,577.6,30,19.253333333333334,False,True,False,False,True,1.0
0345-xmmug,no,female,0,yes,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,yes,108.9,4854.3,730,6.649726027397261,True,False,False,True,False,0.0
0347-ubkuz,no,female,0,no,no,15,yes,no,no,no internet service,no,no,no,no,no,no,19.9,320.45,30,10.681666666666667,False,False,True,False,True,0.0
0348-sdkol,yes,female,0,yes,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,yes,102.1,5885.4,30,196.17999999999998,True,False,False,False,True,1.0
0354-vxmjc,no,male,0,yes,yes,23,yes,no,no,no internet service,no,no,no,no,no,no,19.6,426.65,730,0.5844520547945206,True,False,False,True,False,0.0
0354-wyrok,yes,female,1,yes,yes,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,yes,98.9,2911.3,30,97.04333333333334,False,True,False,False,True,1.0
0356-erhvt,no,male,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,yes,45.9,521.9,30,17.396666666666665,False,False,False,False,True,0.0
0356-obmac,no,female,1,no,no,56,yes,yes,fiber optic,no,yes,yes,yes,yes,no,yes,99.9,5706.3,730,7.8168493150684935,False,False,False,True,False,0.0
0357-nvcri,no,female,0,no,yes,25,yes,no,no,no internet service,no,no,no,no,no,no,20.05,471.7,30,15.723333333333333,True,False,False,False,True,0.0
0361-hjrdx,no,female,0,no,no,68,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,no,64.35,4539.6,730,6.2186301369863015,True,False,False,True,False,0.0
0362-raoqo,no,female,0,no,no,40,yes,no,no,no internet service,no,no,no,no,no,no,19.65,830.25,730,1.1373287671232877,True,False,False,True,False,0.0
0362-zbzwj,yes,male,0,no,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,yes,84.9,3067.2,30,102.24,False,True,False,False,True,1.0
0363-qjvfx,yes,male,0,no,no,32,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,yes,108.15,3432.9,30,114.43,True,False,False,False,True,1.0
0363-svhyr,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,no,86.85,6263.8,730,8.58054794520548,False,False,False,True,False,0.0
0365-bzuwy,no,male,0,yes,no,17,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,102.55,1742.5,30,58.083333333333336,False,True,False,False,True,0.0
0365-gxezs,no,male,0,yes,no,18,yes,no,fiber optic,no,no,yes,yes,no,no,no,78.2,1468.75,30,48.958333333333336,False,True,False,False,True,0.0
0365-trtpy,no,female,0,no,no,37,yes,yes,fiber optic,yes,yes,yes,no,no,no,no,91.2,3382.3,30,112.74333333333334,False,False,False,False,True,0.0
0366-nqshs,no,male,0,no,no,2,yes,no,no,no internet service,no,no,no,no,no,no,19.35,46.35,30,1.5450000000000002,False,False,True,False,True,0.0
0369-zgovk,no,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,no,yes,70.4,1992.2,365,5.458082191780822,False,False,False,False,False,0.0
0373-aivnj,no,male,0,no,no,9,no,no phone service,dsl,yes,yes,yes,no,no,no,no,39.55,373.0,365,1.021917808219178,False,False,True,False,False,0.0
0374-aacsz,no,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,no,50.15,50.15,30,1.6716666666666666,False,True,False,False,True,0.0
0374-fiuca,no,male,0,yes,no,65,yes,no,no,no internet service,no,no,no,no,no,yes,20.4,1414.45,730,1.9376027397260274,True,False,False,True,False,0.0
0374-ioegq,no,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,no,44.6,122.7,30,4.09,False,True,False,False,True,0.0
0375-hvgxo,yes,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,yes,no,yes,34.7,34.7,30,1.1566666666666667,False,True,False,False,True,1.0
0376-oiwme,no,male,0,yes,no,36,yes,no,fiber optic,yes,no,no,no,yes,yes,yes,93.6,3366.05,30,112.20166666666667,False,True,False,False,True,0.0
0376-ymcjc,yes,male,0,no,no,23,yes,yes,fiber optic,no,no,no,yes,yes,no,yes,90.6,1943.2,30,64.77333333333334,False,True,False,False,True,1.0
0377-jbkkt,no,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,yes,57.95,1271.8,30,42.39333333333333,False,False,True,False,True,0.0
0378-cjkpv,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,no,112.1,7965.95,730,10.912260273972603,True,False,False,True,False,0.0
0378-nhqxu,yes,female,0,yes,yes,17,yes,yes,fiber optic,no,no,yes,no,yes,no,no,88.25,1460.65,30,48.68833333333334,False,True,False,False,True,1.0
0378-tovms,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,no,85.8,272.2,30,9.073333333333332,False,True,False,False,True,1.0
0378-xszpu,yes,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,no,60.3,3563.8,365,9.763835616438357,True,False,False,False,False,1.0
0379-djqhr,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,no,81.35,5398.6,730,7.3953424657534255,True,False,False,True,False,0.0
0380-neavx,no,male,1,no,no,34,yes,no,fiber optic,no,yes,yes,no,yes,yes,yes,99.85,3343.15,365,9.15931506849315,False,True,False,False,False,0.0
0380-zcsbi,no,male,0,no,no,10,yes,no,no,no internet service,no,no,no,no,no,no,20.0,198.7,30,6.623333333333333,True,False,False,False,True,0.0
0383-cldda,no,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,yes,85.35,5897.4,730,8.0786301369863,True,False,False,True,False,0.0
0384-lpite,no,male,0,no,no,40,no,no phone service,dsl,yes,yes,yes,no,yes,yes,no,62.05,2511.55,365,6.8809589041095895,True,False,False,False,False,0.0
0384-rvbpi,no,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,no,64.4,1398.6,30,46.62,True,False,False,False,True,0.0
0386-cwrgm,no,female,0,yes,yes,46,yes,no,no,no internet service,no,no,no,no,no,no,19.4,967.85,730,1.3258219178082191,False,False,True,True,False,0.0
0388-eopex,yes,female,0,yes,no,2,yes,no,fiber optic,yes,no,no,no,no,no,yes,74.4,139.4,30,4.6466666666666665,False,True,False,False,True,1.0
0390-dcfdq,yes,female,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,yes,70.45,70.45,30,2.3483333333333336,False,False,True,False,True,1.0
0392-bziuw,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,yes,105.0,7589.8,730,10.396986301369862,True,False,False,True,False,0.0
0394-yondk,no,male,0,yes,yes,70,yes,yes,no,no internet service,no,no,no,no,no,no,25.15,1790.15,730,2.4522602739726027,True,False,False,True,False,0.0
0396-hujbp,no,female,0,no,no,2,yes,no,no,no internet service,no,no,no,no,no,no,19.3,44.4,30,1.48,False,False,True,False,True,0.0
0396-ukgai,no,male,0,no,yes,23,yes,no,dsl,no,yes,no,yes,no,no,yes,55.3,1284.2,30,42.806666666666665,False,False,False,False,True,0.0
0396-ychwo,no,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,95.4,3474.2,30,115.80666666666666,False,True,False,False,True,0.0
0397-gzbbc,yes,male,1,yes,no,59,yes,yes,fiber optic,no,no,no,no,yes,yes,yes,93.85,5574.75,30,185.825,False,False,False,False,True,1.0
0397-zxwqf,no,male,0,no,no,67,yes,no,no,no internet service,no,no,no,no,no,no,20.5,1430.95,730,1.960205479452055,False,False,False,True,False,0.0
0401-wdbxm,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,yes,105.55,7542.25,730,10.331849315068494,False,False,False,True,False,0.0
0402-cqajn,yes,female,0,no,no,37,yes,yes,fiber optic,no,yes,yes,no,yes,yes,yes,101.9,3545.35,30,118.17833333333333,False,False,False,False,True,1.0
0402-oamen,no,female,0,yes,yes,72,yes,yes,no,no internet service,no,no,no,no,no,no,24.45,1709.1,730,2.3412328767123287,False,False,False,True,False,0.0
0404-ahasp,no,male,0,yes,no,72,yes,no,no,no internet service,no,no,no,no,no,no,19.7,1421.9,730,1.9478082191780823,True,False,False,True,False,0.0
0404-swrvg,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,yes,74.4,229.55,30,7.651666666666667,False,True,False,False,True,1.0
0406-bpdvr,yes,female,1,yes,no,54,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,101.5,5373.1,365,14.72082191780822,True,False,False,False,False,1.0
0407-bdjkb,yes,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,no,yes,95.75,5742.9,30,191.42999999999998,False,True,False,False,True,1.0
0409-wtmpl,no,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,yes,110.65,6526.65,365,17.88123287671233,True,False,False,False,False,0.0
0410-ipfty,no,female,0,yes,no,31,yes,no,fiber optic,no,yes,no,no,no,yes,yes,83.85,2674.15,30,89.13833333333334,False,False,False,False,True,0.0
0411-ezjze,no,female,0,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,yes,60.25,170.5,30,5.683333333333334,False,True,False,False,True,0.0
0412-uccnp,no,male,0,no,no,55,yes,no,dsl,yes,no,yes,yes,no,no,yes,59.2,3175.85,730,4.3504794520547945,False,True,False,True,False,0.0
0415-mosgf,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,no,44.4,44.4,30,1.48,False,False,True,False,True,1.0
0419-yaapx,no,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,no,yes,85.3,4297.95,30,143.265,True,False,False,False,True,0.0
0420-bwtpw,yes,male,0,no,yes,8,no,no phone service,dsl,no,no,no,no,no,no,no,25.5,215.2,30,7.173333333333333,False,False,True,False,True,1.0
0420-hlgxf,no,female,1,no,no,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,99.75,4036.0,30,134.53333333333333,False,True,False,False,True,0.0
0420-txvsg,no,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,yes,66.1,4428.45,730,6.066369863013699,True,False,False,True,False,0.0
0422-ohqhq,no,female,0,yes,yes,15,yes,no,no,no internet service,no,no,no,no,no,no,20.55,295.95,365,0.8108219178082191,False,False,True,False,False,0.0
0422-uxfap,no,female,0,yes,no,51,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,98.85,4947.55,365,13.554931506849316,False,True,False,False,False,0.0
0423-udijq,no,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,no,49.2,447.9,30,14.93,False,False,True,False,True,0.0
0426-tirne,yes,female,0,no,no,1,yes,no,no,no internet service,no,no,no,no,no,no,20.9,20.9,30,0.6966666666666667,False,False,True,False,True,1.0
0428-axxlj,no,male,0,no,no,25,yes,no,no,no internet service,no,no,no,no,no,yes,19.5,516.3,365,1.4145205479452054,False,False,False,False,False,0.0
0428-ikycp,no,male,0,yes,no,22,yes,no,fiber optic,no,no,yes,no,yes,no,yes,87.0,1850.65,30,61.68833333333334,False,False,False,False,True,0.0
0430-ihcdj,no,male,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,yes,49.0,749.25,30,24.975,False,True,False,False,True,0.0
0431-apwvy,yes,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,yes,yes,yes,90.1,2598.95,365,7.120410958904109,False,False,False,False,False,1.0
0432-cajzv,no,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,no,90.7,237.65,30,7.921666666666667,False,False,True,False,True,0.0
0434-csfon,no,female,0,yes,no,47,yes,yes,fiber optic,no,no,yes,no,yes,yes,yes,100.5,4707.1,30,156.90333333333334,False,True,False,False,True,0.0
0436-twffz,no,female,0,no,no,67,yes,yes,dsl,yes,no,yes,yes,yes,yes,yes,85.25,5714.2,730,7.827671232876712,False,False,True,True,False,0.0
0439-ifyun,no,female,1,no,no,18,yes,no,fiber optic,no,yes,no,no,no,no,yes,74.7,1294.6,30,43.15333333333333,False,True,False,False,True,0.0
0440-ekdcf,no,male,0,yes,no,62,yes,no,dsl,no,yes,yes,yes,no,no,yes,60.15,3753.2,730,5.141369863013699,True,False,False,True,False,0.0
0440-mogpm,no,female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,yes,80.55,3263.9,365,8.942191780821918,False,True,False,False,False,0.0
0440-qexbz,no,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,yes,50.15,2139.1,30,71.30333333333333,False,False,True,False,True,0.0
0440-uedai,no,female,0,no,no,53,yes,no,fiber optic,no,yes,yes,yes,no,yes,yes,94.45,5042.75,365,13.815753424657535,True,False,False,False,False,0.0
0442-tdyuo,no,male,0,yes,no,48,yes,no,no,no internet service,no,no,no,no,no,yes,20.05,1036.0,730,1.4191780821917808,False,False,True,True,False,0.0
0442-zxkvs,no,female,1,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,yes,115.6,6431.05,365,17.61931506849315,False,False,False,False,False,0.0
0447-bemng,yes,female,0,yes,no,48,no,no phone service,dsl,yes,no,yes,no,no,yes,yes,45.3,2145.0,30,71.5,False,False,False,False,True,1.0
0447-rxsgd,no,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,yes,yes,99.65,2404.85,30,80.16166666666666,False,False,False,False,True,0.0
0448-yznze,,male,1,yes,no,27,yes,yes,fiber optic,no,yes,yes,no,no,yes,yes,95.55,2510.2,30,83.67333333333333,False,True,False,False,True,
0454-okrct,no,male,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,no,80.6,2651.1,730,3.631643835616438,False,False,False,True,False,0.0
0455-entcr,no,male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,no,85.25,5538.35,730,7.586780821917809,False,True,False,True,False,0.0
0455-xfass,no,female,0,yes,yes,3,yes,no,fiber optic,no,no,no,no,no,no,yes,69.55,200.2,30,6.673333333333333,False,True,False,False,True,0.0
0458-heuzg,no,female,0,no,no,13,no,no phone service,dsl,no,no,yes,yes,no,no,no,35.4,450.4,730,0.616986301369863,False,False,True,True,False,0.0
